score,level1,level1pct,level2,level2pct,level3,level3pct,level4,level4pct,level5,level5pct,level6,level6pct,level7,level7pct,level567,level567pct,tokennum,typenum,typedivtoken,ngrams2_appear,ngrams2_total,ngrams2_appear_ratio,ngrams3_appear,ngrams3_total,ngrams3_appear_ratio,ngrams4_appear,ngrams4_total,ngrams4_appear_ratio,ngrams5_appear,ngrams5_total,ngrams5_appear_ratio,AWLratio,wordtypes,swordtypes,lextypes,slextypes,wordtokens,swordtokens,lextokens,slextokens,ld,ls1,ls2,vs1,vs2,cvs1,ndw,ndwz,ndwerz,ndwesz,ttr,msttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv,modv,
3.000000,571.000000,70.668317,50.000000,6.188119,13.000000,1.608911,15.000000,1.856436,4.000000,0.495050,7.000000,0.866337,148.000000,18.316832,159.000000,19.678218,808.000000,312.000000,0.386139,730.000000,803.000000,0.909091,538.000000,802.000000,0.670823,277.000000,801.000000,0.345818,91.000000,800.000000,0.113750,0.045902,312.000000,118.000000,14.000000,7.000000,808.000000,181.000000,33.000000,7.000000,0.040000,0.210000,0.380000,0.330000,0.330000,0.410000,312.000000,41.000000,40.500000,39.600000,0.390000,0.780000,7.760000,10.980000,0.860000,20.450000,0.420000,0.670000,1.330000,0.820000,0.060000,0.300000,0.090000,0.060000,0.150000,
3.000000,594.000000,70.129870,47.000000,5.548996,18.000000,2.125148,28.000000,3.305785,0.000000,0.000000,6.000000,0.708383,154.000000,18.181818,160.000000,18.890201,847.000000,355.000000,0.419126,758.000000,842.000000,0.900238,554.000000,841.000000,0.658740,277.000000,840.000000,0.329762,84.000000,839.000000,0.100119,0.045977,355.000000,136.000000,19.000000,9.000000,847.000000,200.000000,55.000000,9.000000,0.060000,0.160000,0.380000,0.230000,0.690000,0.590000,355.000000,40.000000,42.000000,40.200000,0.420000,0.790000,8.630000,12.200000,0.870000,22.700000,0.350000,0.380000,1.920000,0.980000,0.090000,0.330000,0.040000,0.050000,0.090000,
3.000000,418.000000,70.016750,42.000000,7.035176,13.000000,2.177554,10.000000,1.675042,1.000000,0.167504,5.000000,0.837521,108.000000,18.090452,114.000000,19.095477,597.000000,277.000000,0.463987,538.000000,591.000000,0.910321,399.000000,589.000000,0.677419,197.000000,587.000000,0.335605,63.000000,585.000000,0.107692,0.067164,277.000000,97.000000,15.000000,6.000000,597.000000,129.000000,28.000000,6.000000,0.050000,0.210000,0.350000,0.500000,0.500000,0.500000,277.000000,39.000000,42.000000,37.000000,0.460000,0.800000,8.020000,11.340000,0.880000,23.110000,0.540000,1.000000,2.000000,1.000000,0.070000,0.360000,0.070000,0.210000,0.290000,
3.000000,542.000000,70.116429,58.000000,7.503234,15.000000,1.940492,18.000000,2.328590,2.000000,0.258732,4.000000,0.517464,134.000000,17.335058,140.000000,18.111255,773.000000,299.000000,0.386805,717.000000,767.000000,0.934811,568.000000,765.000000,0.742484,281.000000,763.000000,0.368283,95.000000,761.000000,0.124836,0.051020,298.000000,103.000000,16.000000,7.000000,773.000000,176.000000,42.000000,8.000000,0.050000,0.190000,0.350000,0.170000,0.170000,0.290000,298.000000,41.000000,41.000000,39.500000,0.390000,0.780000,7.580000,10.720000,0.860000,20.150000,0.380000,0.330000,0.670000,0.580000,0.050000,0.320000,0.050000,0.100000,0.140000,
3.000000,616.000000,72.215709,47.000000,5.509965,17.000000,1.992966,11.000000,1.289566,2.000000,0.234467,5.000000,0.586166,155.000000,18.171161,162.000000,18.991794,853.000000,327.000000,0.383353,785.000000,848.000000,0.925708,630.000000,847.000000,0.743802,338.000000,846.000000,0.399527,134.000000,845.000000,0.158580,0.055728,327.000000,116.000000,15.000000,6.000000,853.000000,184.000000,37.000000,6.000000,0.040000,0.160000,0.350000,0.670000,1.330000,0.820000,327.000000,40.000000,40.600000,38.200000,0.380000,0.760000,7.920000,11.200000,0.860000,20.630000,0.410000,1.000000,3.000000,1.220000,0.080000,0.240000,0.050000,0.140000,0.190000,
3.000000,495.000000,72.368421,39.000000,5.701754,13.000000,1.900585,6.000000,0.877193,1.000000,0.146199,4.000000,0.584795,126.000000,18.421053,131.000000,19.152047,684.000000,285.000000,0.416667,622.000000,679.000000,0.916053,462.000000,678.000000,0.681416,227.000000,677.000000,0.335303,71.000000,676.000000,0.105030,0.025000,284.000000,105.000000,18.000000,12.000000,684.000000,168.000000,36.000000,13.000000,0.050000,0.360000,0.370000,0.750000,2.250000,1.060000,284.000000,41.000000,40.800000,37.000000,0.420000,0.750000,7.680000,10.860000,0.870000,21.060000,0.500000,0.750000,2.250000,1.060000,0.080000,0.330000,0.140000,0.060000,0.190000,
3.000000,659.000000,72.417582,55.000000,6.043956,14.000000,1.538462,10.000000,1.098901,2.000000,0.219780,4.000000,0.439560,166.000000,18.241758,172.000000,18.901099,910.000000,341.000000,0.374725,837.000000,903.000000,0.926910,634.000000,901.000000,0.703663,318.000000,899.000000,0.353726,104.000000,897.000000,0.115942,0.041667,340.000000,131.000000,23.000000,8.000000,910.000000,214.000000,61.000000,8.000000,0.070000,0.130000,0.390000,0.600000,1.800000,0.950000,340.000000,40.000000,42.100000,37.800000,0.370000,0.770000,7.970000,11.270000,0.860000,20.480000,0.380000,1.000000,5.000000,1.580000,0.080000,0.240000,0.070000,0.080000,0.150000,
3.000000,544.000000,68.085106,44.000000,5.506884,13.000000,1.627034,15.000000,1.877347,1.000000,0.125156,8.000000,1.001252,174.000000,21.777222,183.000000,22.903630,799.000000,351.000000,0.439299,729.000000,794.000000,0.918136,539.000000,793.000000,0.679697,262.000000,792.000000,0.330808,86.000000,791.000000,0.108723,0.062315,342.000000,134.000000,17.000000,7.000000,799.000000,199.000000,46.000000,8.000000,0.060000,0.170000,0.390000,0.270000,0.820000,0.640000,342.000000,41.000000,41.200000,40.500000,0.430000,0.810000,8.560000,12.100000,0.870000,22.860000,0.370000,0.550000,3.270000,1.280000,0.130000,0.250000,0.070000,0.070000,0.130000,
3.000000,465.000000,71.870170,37.000000,5.718702,11.000000,1.700155,17.000000,2.627512,1.000000,0.154560,5.000000,0.772798,111.000000,17.156105,117.000000,18.083462,647.000000,289.000000,0.446677,607.000000,641.000000,0.946958,459.000000,639.000000,0.718310,210.000000,637.000000,0.329670,73.000000,635.000000,0.114961,0.046429,287.000000,98.000000,18.000000,5.000000,647.000000,150.000000,42.000000,5.000000,0.060000,0.120000,0.340000,0.170000,0.170000,0.290000,287.000000,39.000000,43.200000,38.600000,0.440000,0.800000,7.980000,11.280000,0.870000,22.380000,0.430000,0.500000,1.500000,0.870000,0.070000,0.290000,0.120000,0.070000,0.190000,
3.000000,670.000000,72.276160,57.000000,6.148867,20.000000,2.157497,17.000000,1.833873,2.000000,0.215750,4.000000,0.431499,157.000000,16.936354,163.000000,17.583603,927.000000,346.000000,0.373247,850.000000,922.000000,0.921909,630.000000,921.000000,0.684039,300.000000,920.000000,0.326087,100.000000,919.000000,0.108814,0.052786,346.000000,134.000000,16.000000,7.000000,927.000000,199.000000,40.000000,8.000000,0.040000,0.200000,0.390000,0.430000,1.290000,0.800000,346.000000,41.000000,40.900000,38.600000,0.370000,0.760000,8.040000,11.360000,0.860000,20.570000,0.400000,0.710000,3.570000,1.340000,0.120000,0.230000,0.070000,0.070000,0.150000,
3.000000,706.000000,71.967380,68.000000,6.931702,22.000000,2.242610,26.000000,2.650357,2.000000,0.203874,6.000000,0.611621,151.000000,15.392457,159.000000,16.207951,981.000000,378.000000,0.385321,869.000000,975.000000,0.891282,661.000000,973.000000,0.679342,342.000000,971.000000,0.352214,121.000000,969.000000,0.124871,0.043360,377.000000,147.000000,18.000000,8.000000,981.000000,209.000000,48.000000,8.000000,0.050000,0.170000,0.390000,0.290000,1.140000,0.760000,377.000000,40.000000,40.700000,37.800000,0.380000,0.770000,8.510000,12.040000,0.860000,21.550000,0.380000,0.570000,4.570000,1.510000,0.170000,0.130000,0.060000,0.080000,0.150000,
3.000000,508.000000,73.410405,51.000000,7.369942,13.000000,1.878613,13.000000,1.878613,1.000000,0.144509,6.000000,0.867052,100.000000,14.450867,107.000000,15.462428,692.000000,274.000000,0.395954,631.000000,686.000000,0.919825,476.000000,684.000000,0.695906,241.000000,682.000000,0.353372,85.000000,680.000000,0.125000,0.059701,273.000000,82.000000,14.000000,5.000000,692.000000,125.000000,39.000000,5.000000,0.060000,0.130000,0.300000,0.330000,0.330000,0.410000,273.000000,41.000000,40.300000,36.800000,0.390000,0.760000,7.340000,10.380000,0.860000,19.970000,0.360000,0.670000,1.330000,0.820000,0.050000,0.250000,0.050000,0.100000,0.150000,
3.000000,650.000000,75.845974,47.000000,5.484247,14.000000,1.633606,16.000000,1.866978,1.000000,0.116686,6.000000,0.700117,123.000000,14.352392,130.000000,15.169195,857.000000,300.000000,0.350058,782.000000,852.000000,0.917840,606.000000,851.000000,0.712103,307.000000,850.000000,0.361176,111.000000,849.000000,0.130742,0.033898,300.000000,94.000000,16.000000,4.000000,857.000000,183.000000,46.000000,6.000000,0.050000,0.130000,0.310000,0.200000,0.200000,0.320000,300.000000,41.000000,39.700000,34.400000,0.350000,0.730000,7.250000,10.250000,0.840000,18.870000,0.350000,0.400000,0.800000,0.630000,0.040000,0.320000,0.070000,0.070000,0.130000,
3.000000,512.000000,67.994688,45.000000,5.976096,23.000000,3.054449,10.000000,1.328021,3.000000,0.398406,8.000000,1.062417,152.000000,20.185923,163.000000,21.646746,753.000000,329.000000,0.436919,679.000000,746.000000,0.910188,491.000000,744.000000,0.659946,239.000000,742.000000,0.322102,79.000000,740.000000,0.106757,0.056075,328.000000,125.000000,21.000000,7.000000,753.000000,183.000000,34.000000,7.000000,0.050000,0.210000,0.380000,0.330000,0.330000,0.410000,328.000000,42.000000,42.500000,37.400000,0.440000,0.790000,8.450000,11.950000,0.870000,22.930000,0.620000,1.000000,3.000000,1.220000,0.090000,0.480000,0.120000,0.120000,0.240000,
3.000000,479.000000,69.020173,48.000000,6.916427,19.000000,2.737752,13.000000,1.873199,3.000000,0.432277,5.000000,0.720461,127.000000,18.299712,135.000000,19.452450,694.000000,295.000000,0.425072,641.000000,689.000000,0.930334,481.000000,688.000000,0.699128,235.000000,687.000000,0.342067,79.000000,686.000000,0.115160,0.045139,293.000000,110.000000,17.000000,7.000000,694.000000,158.000000,38.000000,7.000000,0.050000,0.180000,0.380000,0.400000,0.800000,0.630000,293.000000,43.000000,39.500000,40.400000,0.420000,0.780000,7.860000,11.120000,0.870000,21.560000,0.450000,0.800000,3.200000,1.260000,0.110000,0.350000,0.050000,0.080000,0.130000,
3.000000,1002.000000,76.139818,55.000000,4.179331,15.000000,1.139818,25.000000,1.899696,0.000000,0.000000,8.000000,0.607903,211.000000,16.033435,219.000000,16.641337,1316.000000,360.000000,0.273556,1238.000000,1311.000000,0.944317,1020.000000,1310.000000,0.778626,590.000000,1309.000000,0.450726,209.000000,1308.000000,0.159786,0.036827,359.000000,128.000000,20.000000,7.000000,1316.000000,252.000000,120.000000,9.000000,0.090000,0.070000,0.360000,0.130000,0.270000,0.370000,359.000000,40.000000,39.700000,37.400000,0.270000,0.730000,7.000000,9.900000,0.820000,17.250000,0.170000,0.200000,0.600000,0.550000,0.030000,0.180000,0.030000,0.030000,0.060000,
3.000000,243.000000,71.893491,25.000000,7.396450,5.000000,1.479290,3.000000,0.887574,0.000000,0.000000,4.000000,1.183432,58.000000,17.159763,62.000000,18.343195,338.000000,154.000000,0.455621,312.000000,333.000000,0.936937,239.000000,332.000000,0.719880,131.000000,331.000000,0.395770,53.000000,330.000000,0.160606,0.026667,154.000000,46.000000,9.000000,4.000000,338.000000,66.000000,19.000000,4.000000,0.060000,0.210000,0.300000,1.000000,1.000000,0.710000,154.000000,38.000000,39.000000,37.200000,0.460000,0.740000,5.920000,8.380000,0.870000,18.730000,0.470000,1.000000,1.000000,0.710000,0.050000,0.310000,0.110000,0.110000,0.210000,
3.000000,325.000000,72.383073,30.000000,6.681514,11.000000,2.449889,7.000000,1.559020,0.000000,0.000000,4.000000,0.890869,72.000000,16.035635,76.000000,16.926503,449.000000,205.000000,0.456570,415.000000,444.000000,0.934685,321.000000,443.000000,0.724605,149.000000,442.000000,0.337104,53.000000,441.000000,0.120181,0.044776,205.000000,65.000000,12.000000,5.000000,449.000000,90.000000,23.000000,5.000000,0.050000,0.220000,0.320000,0.500000,0.500000,0.500000,205.000000,39.000000,41.100000,37.800000,0.460000,0.760000,6.840000,9.670000,0.870000,20.660000,0.520000,1.000000,2.000000,1.000000,0.090000,0.400000,0.090000,0.090000,0.170000,
